,,,,Oxygen,,,,,,,,,,,,,,,,Carbon Dioxide,,,,,,,,,,,,,,,,,,,,,,,,
Log Date Time,MS,Tick,Day,Crew O2 Consumed,Crew Env O2,VPGC Env O2,O2 Store,Total Sim O2,O2 Created by OGS,VPGC Plant O2 Produced,Crew GARDEN O2 Produced,Total O2 Produced,B(X) - Change in Creation of O2/Change in Total O2,B(X) Daily Aerage,"M(X,?) - O2 Consumed or Removed/Total O2","M(X,?)Daily Average","Eigenvalue, ?","Eigenvalue, ? of Daily Average",Filter for Daily value,CO2 Store,Crew CO2 Injected,VPGC CO2 Injected,VPGC CO2 Injected (kg/Day),Total CO2 Injected,Crew CO2 Produced ,Crew CO2 Produced (kg/Day),VCCR CO2 Removed,VPGC CO2 Consumed,GARDEN CO2 Consumed,Plant CO2 Consumed,Plant CO2 Consumed (kg/Day),PhisoChem Removal (kg/Day),Air Revitalization (kg CO2 per Day),Crew Env CO2,VPGC Env CO2,Total Sim CO2,CO2 Concentration (%) ,B(X) - Change in Creation of CO2/Change in Total CO2,B(X) Daily Aerage,"M(X,?) - CO2 Consumed or Removed/Total CO2","CO2 M(X,?)Daily Average","CO2 Eigenvalue, ?","CO2 Eigenvalue, ? of Daily Average",CRS And waste?
10/14/2020 11:31,742,1274,,0,2076.6301,367.55295,9980,12424.18305,7.7101383,1.6405748,0.017640976,9.368354076,-0.000679079,,0,,0.000679079,,FALSE,4233.795,0,0,,0,0,,0.5659669,1.5332475,0.016334236,1.549581736,,,,0,7.869581,4241.664581,,0,,0.000498754,,0.000498754,,
10/14/2020 11:31,742,1275,,0,2076.6301,359.19354,9997.71,12433.53364,7.7101383,1.6405748,0,9.3507131,-0.001886616,,0,,0.001886616,,FALSE,4213.795,20,0,,20,0,,0,1.5332475,0,1.5332475,,,,20,6.3363338,4240.131334,,0,,0.000361604,,0.000361604,,
10/14/2020 11:31,742,1276,,0,2076.649,360.83414,10000,12437.48314,7.7101383,1.6405749,0.01878677,9.36949997,0.004756772,,0,,-0.004756772,,FALSE,4233.1953,0,0,,0,0,,19.400251,1.5332475,0.017395156,1.550642656,,,,0.5823535,4.8030863,4238.58074,,0,,0.004942903,,0.004942903,,
10/14/2020 11:31,742,1277,,0,2076.6665,352.47473,10000,12429.14123,7.7101383,1.6405749,0.017644836,9.368358036,0.000136891,,0,,-0.000136891,,FALSE,4233.761,0,0,,0,0,,0.56601566,1.5332475,0.01633781,1.54958531,,,,1.86E-09,3.2698386,4237.030839,,0,,0.000499312,,0.000499312,,
10/14/2020 11:31,742,1278,,0,2076.6665,374.11533,9980,12430.78183,7.7101383,1.6405749,2.01E-09,9.350713202,-0.01075511,,0,,0.01075511,,FALSE,4213.761,20,0,,20,0,,0,1.5332475,1.86E-09,1.533247502,,,,20,1.7365912,4235.497591,,0,,0.000361999,,0.000361999,,
10/14/2020 11:31,757,1279,,0,2076.6853,365.75592,9997.71,12440.15122,7.7101383,1.6405749,0.018797407,9.369510607,0.002006257,,0,,-0.002006257,,FALSE,4213.1616,0,20,,20,0,,19.400179,1.5332475,0.017405005,1.550652505,,,,0.58241606,20.203344,4233.94736,,0,,0.004948298,,0.004948298,,
10/14/2020 11:31,757,1280,,0,2076.703,347.3965,10000,12424.0995,7.7101383,1.6405749,0.017649023,9.368362223,7.15427E-05,,0,,-7.15427E-05,,FALSE,4213.7275,0,0,,0,0,,0.5660744,1.5332475,0.016341686,1.549589186,,,,0,18.670095,4232.397595,,0,,0.000499874,,0.000499874,,
10/14/2020 11:31,757,1281,,0,2076.703,369.0371,9980,12425.7401,7.7101383,1.6405749,0,9.3507132,-0.010757664,,0,,0.010757664,,FALSE,4193.7275,20,0,,20,0,,0,1.5332475,0,1.5332475,,,,20,17.136847,4230.864347,,0,,0.000362396,,0.000362396,,
10/14/2020 11:31,757,1282,,0,2076.7217,360.6777,9997.71,12435.1094,7.7101383,1.6405749,0.018804068,9.369517268,0.002006988,,0,,-0.002006988,,FALSE,4213.1274,0,0,,0,0,,19.400106,1.5332475,0.017411172,1.550658672,,,,0.5824824,15.603598,4229.31348,,0,,0.004953703,,0.004953703,,
10/14/2020 11:31,757,1283,,0,2076.7393,362.3183,10000,12439.0576,7.7101383,1.6405749,0.017653335,9.368366535,-0.000291458,,0,,0.000291458,,FALSE,4213.6934,0,0,,0,0,,0.5661367,1.5332475,0.01634568,1.54959318,,,,0,14.070351,4227.763751,,0,,0.000500437,,0.000500437,,
10/14/2020 11:31,757,1284,,0,2076.7393,353.9589,10000,12430.6982,7.7101383,1.6405749,0,9.3507132,0.002111795,,0,,-0.002111795,,FALSE,4193.6934,20,0,,20,0,,0,1.5332476,0,1.5332476,,,,20,12.537104,4226.230504,,0,,0.000362793,,0.000362793,,
10/14/2020 11:31,757,1285,,0,2076.758,375.5995,9980,12432.3575,7.7101383,1.6405749,0.018808626,9.369521826,0.011335278,,0,,-0.011335278,,FALSE,4213.0933,0,0,,0,0,,19.400036,1.5332476,0.017415393,1.550662993,,,,0.58254874,11.003857,4224.679706,,0,,0.004959121,,0.004959121,,
10/14/2020 11:31,757,1286,,0,2076.7756,367.24008,9997.71,12441.72568,7.7101383,1.6405749,0.017657584,9.368370784,-0.000122867,,0,,0.000122867,,FALSE,4213.6597,0,0,,0,0,,0.5661991,1.5332476,0.016349614,1.549597214,,,,0,9.47061,4223.13031,,0,,0.000501002,,0.000501002,,
10/14/2020 11:31,773,1287,,0,2076.7756,348.88068,10000,12425.65628,7.7101383,1.6405749,0,9.3507132,0.001098833,,0,,-0.001098833,,FALSE,4193.6597,20,0,,20,0,,0,1.5332476,0,1.5332476,,,,20,7.9373627,4221.597063,,0,,0.000363191,,0.000363191,,
10/14/2020 11:31,773,1288,,0,2076.7944,370.52127,9980,12427.31567,7.7101383,1.6405749,0.018811952,9.369525152,0.011336667,,0,,-0.011336667,,FALSE,4213.0596,0,0,,0,0,,19.399961,1.5332476,0.017418474,1.550666074,,,,0.58262,6.404115,4220.046335,,0,,0.004964549,,0.004964549,,
10/14/2020 11:31,773,1289,,0,2076.812,362.16187,9997.71,12436.68387,7.7101383,1.6405749,0.017662087,9.368375287,-0.000122741,,0,,0.000122741,,FALSE,4213.626,0,0,,0,0,,0.56626624,1.5332476,0.016353784,1.549601384,,,,1.86E-09,4.8708677,4218.496868,,0,,0.000501569,,0.000501569,,
10/14/2020 11:31,773,1290,,0,2076.812,343.80246,10000,12420.61446,7.7101383,1.6405749,2.01E-09,9.350713202,0.001099112,,0,,-0.001099112,,FALSE,4193.626,20,0,,20,0,,0,1.5332476,1.86E-09,1.533247602,,,,20,3.33762,4216.96362,,0,,0.00036359,,0.00036359,,
10/14/2020 11:31,773,1291,,0,2076.8308,365.44305,9980,12422.27385,7.7101383,1.6405749,0.01881449,9.36952769,0.011338195,,0,,-0.011338195,,FALSE,4213.026,0,0,,0,0,,19.39989,1.5332476,0.017420823,1.550668423,,,,0.5826883,1.8043723,4215.413061,,0,,0.004969989,,0.004969989,,
10/14/2020 11:31,773,1292,,0,2076.8496,357.08365,9997.71,12431.64325,7.7101383,1.640575,0.018847713,9.369561013,3.55658E-06,,0,,-3.55658E-06,,FALSE,4193.026,0,20,,20,0,,0,1.5332477,0.017451586,1.550699286,,,,0.5652367,20.271124,4213.862361,,0,,0.000368,,0.000368,,
10/14/2020 11:31,773,1293,,0,2076.8667,378.72424,9980,12435.59094,7.7101383,1.640575,0.017137384,9.367850684,-0.000433248,,0,,0.000433248,,FALSE,4193.575,0,0,,0,0,,0.54936874,1.5332477,0.015867949,1.549115649,,,,0,18.737875,4212.312875,,0,,0.000498179,,0.000498179,,
10/14/2020 11:31,804,1294,,0,2076.8667,370.36484,9997.71,12444.94154,7.7101383,1.640575,0,9.3507133,-0.001832758,,0,,0.001832758,,FALSE,4173.575,20,0,,20,0,,0,1.5332477,0,1.5332477,,,,20,17.204626,4210.779626,,0,,0.000364124,,0.000364124,,
10/14/2020 11:31,804,1295,,0,2076.8855,352.00543,10000,12428.89093,7.7101383,1.640575,0.018846165,9.369559465,-0.001174171,,0,,0.001174171,,FALSE,4192.975,0,0,,0,0,,19.39978,1.5332477,0.017450152,1.550697852,,,,0.5827696,15.671377,4209.229147,,0,,0.004977272,,0.004977272,,
10/14/2020 11:31,804,1296,54,0,2076.903,373.64603,9980,12430.54903,7.7101383,1.640575,0.017672325,9.368385625,-0.000707943,,0,,0.000707943,,TRUE,4193.5415,0,0,,0,0,,0.5664063,1.5332477,0.016363263,1.549610963,1.63173914,7.027370198,8.659109338,0,14.13813,4207.67963,,0,,0.000502894,,0.000502894,,
10/14/2020 11:31,804,1297,,0,2076.903,365.28662,9997.71,12439.89962,7.7101383,1.6405752,0,9.3507135,-0.001889948,,0,,0.001889948,,FALSE,4173.5415,20,0,,20,0,,0,1.5332477,0,1.5332477,,,,20,12.604883,4206.146383,,0,,0.000364526,,0.000364526,,
10/14/2020 11:31,804,1298,,0,2076.9219,346.92722,10000,12423.84912,7.7101383,1.6405752,0.018844947,9.369558447,-0.001174103,,0,,0.001174103,,FALSE,4192.9414,0,0,,0,0,,19.39971,1.5332478,0.017449025,1.550696825,,,,0.5828413,11.071636,4204.595877,,0,,0.00498274,,0.00498274,,
10/14/2020 11:31,804,1299,,0,2076.9395,368.5678,9980,12425.5073,7.7101383,1.6405752,0.017676767,9.368390267,-0.000704495,,0,,0.000704495,,FALSE,4193.508,0,0,,0,0,,0.5664739,1.5332478,0.016367376,1.549615176,,,,0,9.538389,4203.046389,,0,,0.000503466,,0.000503466,,
10/14/2020 11:31,804,1300,,0,2076.9395,360.2084,9997.71,12434.8579,7.7101383,1.6405752,0,9.3507135,-0.001890442,,0,,0.001890442,,FALSE,4173.508,20,0,,20,0,,0,1.5332478,0,1.5332478,,,,20,8.005142,4201.513142,,0,,0.000364928,,0.000364928,,
10/14/2020 11:31,804,1301,,0,2076.9583,341.849,10000,12418.8073,7.7101383,1.6405753,0.018843943,9.369557543,-0.00117404,,0,,0.00117404,,FALSE,4192.907,0,0,,0,0,,19.399635,1.5332478,0.017448096,1.550695896,,,,0.5829166,6.4718943,4199.961811,,0,,0.004988219,,0.004988219,,
10/14/2020 11:31,820,1302,,0,2076.9758,363.4896,9980,12420.4654,7.7101383,1.6405753,0.017681401,9.368395001,-0.000701129,,0,,0.000701129,,FALSE,4193.4736,0,0,,0,0,,0.56654495,1.5332478,0.016371667,1.549619467,,,,0,4.9386463,4198.412246,,0,,0.000504039,,0.000504039,,
10/14/2020 11:31,820,1303,,0,2076.9758,355.1302,9997.71,12429.816,7.7101383,1.6405753,0,9.3507136,-0.001890938,,0,,0.001890938,,FALSE,4173.4736,20,0,,20,0,,0,1.533248,0,1.533248,,,,20,3.4053981,4196.878998,,0,,0.000365331,,0.000365331,,
10/14/2020 11:31,820,1304,,0,2076.9946,356.77078,10000,12433.76538,7.7101383,1.6405754,0.018843101,9.369556801,0.00477118,,0,,-0.00477118,,FALSE,4192.873,0,0,,0,0,,19.399565,1.533248,0.017447317,1.550695317,,,,0.58298796,1.87215,4195.328138,,0,,0.004993712,,0.004993712,,
10/14/2020 11:31,820,1305,,0,2077.0134,358.41138,10000,12435.42478,7.7101383,1.6405754,0.018864516,9.369578216,1.29053E-05,,0,,-1.29053E-05,,FALSE,4172.873,0,20,,20,0,,0,1.533248,0.017467143,1.550715143,,,,0.5655208,20.338902,4193.777423,,0,,0.000369766,,0.000369766,,
10/14/2020 11:31,820,1306,,0,2077.0305,380.05197,9980,12437.08247,7.7101383,1.6405754,0.017155988,9.367869688,-0.001030668,,0,,0.001030668,,FALSE,4173.423,0,0,,0,0,,0.54963565,1.533248,0.015885172,1.549133172,,,,1.86E-09,18.805653,4192.228653,,0,,0.000500633,,0.000500633,,
10/14/2020 11:31,820,1307,,0,2077.0305,371.69257,9997.71,12446.43307,7.7101383,1.6405754,2.01E-09,9.350713702,-0.001834747,,0,,0.001834747,,FALSE,4153.423,20,0,,20,0,,0,1.533248,1.86E-09,1.533248002,,,,20,17.272404,4190.695404,,0,,0.00036587,,0.00036587,,
10/14/2020 11:31,820,1308,,0,2077.0493,353.33316,10000,12430.38246,7.7101383,1.6405755,0.018862266,9.369576066,-0.001175181,,0,,0.001175181,,FALSE,4172.8223,0,0,,0,0,,19.399454,1.533248,0.01746506,1.55071306,,,,0.5830808,15.739155,4189.144536,,0,,0.005001061,,0.005001061,,
10/14/2020 11:31,820,1309,,0,2077.067,374.97375,9980,12432.04075,7.7101383,1.6405755,0.017692087,9.368405887,-0.000705654,,0,,0.000705654,,FALSE,4173.389,0,0,,0,0,,0.56669927,1.533248,0.016381562,1.549629562,,,,0,14.205908,4187.594908,,0,,0.000505381,,0.000505381,,
10/14/2020 11:31,835,1310,,0,2077.067,366.61435,9997.71,12441.39135,7.7101383,1.6405755,0,9.3507138,-0.00189208,,0,,0.00189208,,FALSE,4153.389,20,0,,20,0,,0,1.5332481,0,1.5332481,,,,20,12.672661,4186.061661,,0,,0.000366275,,0.000366275,,
10/14/2020 11:31,835,1311,,0,2077.0857,348.25494,10000,12425.34064,7.7101383,1.6405756,0.018860344,9.369574244,-0.001175054,,0,,0.001175054,,FALSE,4172.7886,0,0,,0,0,,19.399384,1.5332481,0.01746328,1.55071138,,,,0.5831532,11.139414,4184.511167,,0,,0.005006581,,0.005006581,,
10/14/2020 11:31,835,1312,,0,2077.1033,369.89554,9980,12426.99884,7.7101383,1.6405756,0.017696531,9.368410431,-0.000701853,,0,,0.000701853,,FALSE,4173.3555,0,0,,0,0,,0.5667675,1.5332481,0.016385674,1.549633774,,,,0,9.606167,4182.961667,,0,,0.000505958,,0.000505958,,
10/14/2020 11:31,835,1313,,0,2077.1033,361.53613,9997.71,12436.34943,7.7101383,1.6405756,0,9.3507139,-0.001892558,,0,,0.001892558,,FALSE,4153.3555,20,0,,20,0,,0,1.5332481,0,1.5332481,,,,20,8.07292,4181.42842,,0,,0.00036668,,0.00036668,,
10/14/2020 11:31,835,1314,,0,2077.122,343.17673,10000,12420.29873,7.7101383,1.6405758,0.018858664,9.369572764,-0.001174956,,0,,0.001174956,,FALSE,4172.755,0,0,,0,0,,19.399311,1.5332482,0.017461725,1.550709925,,,,0.5832272,6.5396714,4179.877899,,0,,0.005012113,,0.005012113,,
10/14/2020 11:31,835,1315,,0,2077.14,364.81732,9980,12421.95732,7.7101383,1.6405758,0.0177011,9.3684152,-0.000697921,,0,,0.000697921,,FALSE,4173.322,0,0,,0,0,,0.5668373,1.5332482,0.016389906,1.549638106,,,,0,5.006423,4178.328423,,0,,0.000506536,,0.000506536,,
10/14/2020 11:31,835,1316,,0,2077.14,356.45792,9997.71,12431.30792,7.7101383,1.6405758,0,9.3507141,-0.001893044,,0,,0.001893044,,FALSE,4153.322,20,0,,20,0,,0,1.5332483,0,1.5332483,,,,20,3.4731746,4176.795175,,0,,0.000367087,,0.000367087,,
10/14/2020 11:31,835,1317,,0,2077.1587,358.0985,10000,12435.2572,7.7101383,1.6405758,0.018857185,9.369571285,0.004774841,,0,,-0.004774841,,FALSE,4172.721,0,0,,0,0,,19.399239,1.5332483,0,1.5332483,,,,0.58330107,1.939926,4175.244227,,0,,0.005013476,,0.005013476,,
10/14/2020 11:31,851,1318,,0,2077.1587,349.7391,10000,12426.8978,7.7101383,1.6405758,0,9.3507141,0.002255806,,0,,-0.002255806,,FALSE,4152.721,0,20,,20,0,,0,1.5332483,0,1.5332483,,,,0.58330107,20.406677,4173.710978,,0,,0.000367359,,0.000367359,,
10/14/2020 11:31,851,1319,,0,2077.1765,371.3797,9980,12428.5562,7.7101383,1.6405758,0.017705671,9.368419771,0.010676357,,0,,-0.010676357,,FALSE,4153.288,0,0,,0,0,,0.5669069,1.5332483,0.016394138,1.549642438,,,,0,18.873428,4172.161428,,0,,0.000507303,,0.000507303,,
10/14/2020 11:31,851,1320,55,0,2077.1765,363.0203,9997.71,12437.9068,7.7101383,1.6405758,0,9.3507141,-0.001893533,,0,,0.001893533,,TRUE,4133.288,20,0,,20,0,,0,1.5332483,0,1.5332483,1.629510526,6.148831193,7.778341719,20,17.34018,4170.62818,,0,,0.00036763,,0.00036763,,
10/14/2020 11:31,851,1321,,0,2077.1956,344.6609,10000,12421.8565,7.7101383,1.6405758,0.019044273,9.369758373,-0.001186537,,0,,0.001186537,,FALSE,4152.687,0,0,,0,0,,19.399166,1.5332483,0.017633585,1.550881885,,,,0.58320034,15.806931,4169.077131,,0,,0.005025104,,0.005025104,,
10/14/2020 11:31,851,1322,,0,2077.2134,366.30148,9980,12423.51488,7.7101383,1.640576,0.017704898,9.368419198,-0.00080752,,0,,0.00080752,,FALSE,4153.254,0,0,,0,0,,0.5668069,1.5332485,0.016393423,1.549641923,,,,0,14.273684,4167.527684,,0,,0.000507843,,0.000507843,,
10/14/2020 11:31,851,1323,,0,2077.2134,357.94208,9997.71,12432.86548,7.7101383,1.640576,0,9.3507143,-0.00189345,,0,,0.00189345,,FALSE,4133.254,20,0,,20,0,,0,1.5332485,0,1.5332485,,,,20,12.740437,4165.994437,,0,,0.000368039,,0.000368039,,
10/14/2020 11:31,851,1324,,0,2077.2324,359.58267,10000,12436.81507,7.7101383,1.640576,0.018954208,9.369668508,0.004799032,,0,,-0.004799032,,FALSE,4152.653,0,0,,0,0,,19.399092,1.5332485,0.017550193,1.550798693,,,,0.5833581,11.20719,4164.443548,,0,,0.005030658,,0.005030658,,
10/14/2020 11:31,867,1325,,0,2077.2502,361.22327,10000,12438.47347,7.7101383,1.640576,0.017712044,9.368426344,-0.000749014,,0,,0.000749014,,FALSE,4153.2197,0,0,,0,0,,0.56695807,1.5332485,0.01640004,1.54964854,,,,0,9.673943,4162.893643,,0,,0.000508446,,0.000508446,,
10/14/2020 11:31,867,1326,,0,2077.2502,352.86386,10000,12430.11406,7.7101383,1.640576,0,9.3507143,0.002118815,,0,,-0.002118815,,FALSE,4133.2197,20,0,,20,0,,0,1.5332485,0,1.5332485,,,,20,8.140696,4161.360396,,0,,0.000368449,,0.000368449,,
10/14/2020 11:31,867,1327,,0,2077.269,374.50446,9980,12431.77346,7.7101383,1.640576,0.018918123,9.369632423,0.01140058,,0,,-0.01140058,,FALSE,4152.6187,0,0,,0,0,,19.399017,1.5332485,0.017516779,1.550765279,,,,0.5834659,6.6074467,4159.809613,,0,,0.005036236,,0.005036236,,
10/14/2020 11:31,867,1328,,0,2077.2869,366.14505,9997.71,12441.14195,7.7101383,1.6405761,0.017717578,9.368431978,-0.000128136,,0,,0.000128136,,FALSE,4153.1855,0,0,,0,0,,0.5670607,1.5332485,0.016405163,1.549653663,,,,1.86E-09,5.074198,4158.259698,,0,,0.000509039,,0.000509039,,
10/14/2020 11:31,867,1329,,0,2077.2869,347.78564,10000,12425.07254,7.7101383,1.6405761,2.01E-09,9.350714402,0.001102565,,0,,-0.001102565,,FALSE,4133.1855,20,0,,20,0,,0,1.5332485,1.86E-09,1.533248502,,,,20,3.540949,4156.726449,,0,,0.00036886,,0.00036886,,
10/14/2020 11:31,867,1330,,0,2077.3057,369.42624,9980,12426.73194,7.7101383,1.6405761,0.018898685,9.369613085,0.011388865,,0,,-0.011388865,,FALSE,4152.5845,0,0,,0,0,,19.398945,1.5332487,0.017498782,1.550747482,,,,0.58355635,2.0077004,4155.175757,,0,,0.005041831,,0.005041831,,
10/14/2020 11:31,867,1331,,0,2077.3247,361.06683,9997.71,12436.10153,7.7101383,1.6405761,0.018954305,9.369668705,5.93623E-06,,0,,-5.93623E-06,,FALSE,4152.5845,0,0,,0,0,,0,1.5332487,0.01755028,1.55079898,,,,0.56600606,0.4744517,4153.624958,,0,,0.00037336,,0.00037336,,
10/14/2020 11:31,867,1332,,0,2077.3418,341.5745,10000,12418.9163,7.7101383,0.50766337,0.017189784,8.234991454,0.066026306,,0,,-0.066026306,,FALSE,4133.135,0,20,,20,0,,0.5500896,0.4744517,0.015916465,0.490368165,,,,1.86E-09,20,4153.135,,0,,0.000250523,,0.000250523,,
10/14/2020 11:31,882,1333,,0,2077.3418,363.2151,9980,12420.5569,7.7101383,1.6405762,2.01E-09,9.350714502,0.680070126,,0,,-0.680070126,,FALSE,4113.135,20,0,,20,0,,0,1.5332488,1.86E-09,1.533248802,,,,20,18.466751,4151.601751,,0,,0.000369315,,0.000369315,,
10/14/2020 11:31,882,1334,,0,2077.3608,354.85568,9997.71,12429.92648,7.7101383,1.6405762,0.018933024,9.369647524,0.002020691,,0,,-0.002020691,,FALSE,4132.5337,0,0,,0,0,,19.398836,1.5332488,0.017530577,1.550779377,,,,0.5836333,16.933502,4150.050835,,0,,0.005048038,,0.005048038,,
10/14/2020 11:31,882,1335,,0,2077.3787,376.49628,9980,12433.87498,7.7101383,1.6405762,0.017728522,9.368443022,-0.000305053,,0,,0.000305053,,FALSE,4133.101,0,0,,0,0,,0.567218,1.5332488,0.016415298,1.549664098,,,,0,15.400252,4148.501252,,0,,0.000510276,,0.000510276,,
10/14/2020 11:31,882,1336,,0,2077.3787,368.13687,9997.71,12443.22557,7.7101383,1.6405762,0,9.3507145,-0.001895979,,0,,0.001895979,,FALSE,4113.101,20,0,,20,0,,0,1.5332488,0,1.5332488,,,,20,13.867004,4146.968004,,0,,0.000369728,,0.000369728,,
10/14/2020 11:31,882,1337,,0,2077.3975,349.77747,10000,12427.17497,7.7101383,1.6405762,0.01891818,9.36963268,-0.001178659,,0,,0.001178659,,FALSE,4132.5,0,0,,0,0,,19.398766,1.5332488,0.017516835,1.550765635,,,,0.5837176,12.333756,4145.417474,,0,,0.00505366,,0.00505366,,
10/14/2020 11:31,882,1338,,0,2077.4153,371.41806,9980,12428.83336,7.7101383,1.6405762,0.01773335,9.36844785,-0.000714446,,0,,0.000714446,,FALSE,4133.0674,0,0,,0,0,,0.5672978,1.5332488,0.016419768,1.549668568,,,,0,10.8005085,4143.867909,,0,,0.000510867,,0.000510867,,
10/14/2020 11:31,882,1339,,0,2077.4153,363.05865,9997.71,12438.18395,7.7101383,1.6405762,0,9.3507145,-0.001896495,,0,,0.001896495,,FALSE,4113.0674,20,0,,20,0,,0,1.5332488,0,1.5332488,,,,20,9.267261,4142.334661,,0,,0.000370141,,0.000370141,,
10/14/2020 11:31,882,1340,,0,2077.434,344.69925,10000,12422.13325,7.7101383,1.6405762,0.018907214,9.369621714,-0.001177968,,0,,0.001177968,,FALSE,4132.4663,0,0,,0,0,,19.39869,1.5332488,0.017506678,1.550755478,,,,0.5838041,7.734012,4140.784116,,0,,0.005059294,,0.005059294,,
10/14/2020 11:31,898,1341,,0,2077.452,366.33984,9980,12423.79184,7.7101383,1.6405764,0.017738307,9.368453007,-0.000704639,,0,,0.000704639,,FALSE,4133.0337,0,0,,0,0,,0.5673797,1.5332489,0.016424356,1.549673256,,,,1.86E-09,6.200763,4139.234463,,0,,0.00051146,,0.00051146,,
10/14/2020 11:31,898,1342,,0,2077.452,357.98044,9997.71,12433.14244,7.7101383,1.6405765,2.01E-09,9.350714802,-0.001897012,,0,,0.001897012,,FALSE,4113.0337,20,0,,20,0,,0,1.5332489,1.86E-09,1.533248902,,,,20,4.6675143,4137.701214,,0,,0.000370556,,0.000370556,,
10/14/2020 11:31,898,1343,,0,2077.4707,359.62103,10000,12437.09173,7.7101383,1.6405765,0.01889878,9.36961358,0.004785361,,0,,-0.004785361,,FALSE,4132.432,0,0,,0,0,,19.398617,1.5332489,0.01749887,1.55074777,,,,0.58388436,3.1342652,4136.15015,,0,,0.005064943,,0.005064943,,
10/14/2020 11:31,898,1344,56,0,2077.4885,351.26163,10000,12428.75013,7.7101383,1.6405765,0.017743072,9.368457872,0.000138548,,0,,-0.000138548,,TRUE,4132.9995,0,0,,0,0,,0.5674556,1.5332489,0.016428769,1.549677669,1.5852222,7.027301396,8.612523596,0,1.6010163,4134.600516,,0,,0.000512053,,0.000512053,,
10/14/2020 11:31,898,1345,,0,2077.4885,372.90222,9980,12430.39072,7.7101383,1.6405766,0,9.3507149,-0.010814995,,0,,0.010814995,,FALSE,4092.9995,20,20,,40,0,,0,1.533249,0,1.533249,,,,20,20.067768,4133.067268,,0,,0.000370971,,0.000370971,,
10/14/2020 11:31,898,1346,,0,2077.5073,364.54282,9997.71,12439.76012,7.7101383,1.6405766,0.018892093,9.369606993,0.002016361,,0,,-0.002016361,,FALSE,4112.398,0,0,,0,0,,19.398544,1.533249,0.017492676,1.550741676,,,,0.58396304,18.53452,4131.516483,,0,,0.005070604,,0.005070604,,
10/14/2020 11:31,898,1347,,0,2077.5251,346.1834,10000,12423.7085,7.7101383,1.6405766,0.017747706,9.368462606,7.12942E-05,,0,,-7.12942E-05,,FALSE,4112.9653,0,0,,0,0,,0.56753,1.533249,0.01643306,1.54968206,,,,0,17.00127,4129.96657,,0,,0.000512646,,0.000512646,,
10/14/2020 11:31,929,1348,,0,2077.5251,367.824,9980,12425.3491,7.7101383,1.6405766,0,9.3507149,-0.010817814,,0,,0.010817814,,FALSE,4092.9653,20,0,,20,0,,0,1.533249,0,1.533249,,,,20,15.46802,4128.43332,,0,,0.000371388,,0.000371388,,
10/14/2020 11:31,929,1349,,0,2077.544,359.4646,9997.71,12434.7186,7.7101383,1.6405766,0.018886663,9.369601563,0.00201576,,0,,-0.00201576,,FALSE,4112.364,0,0,,0,0,,19.398472,1.533249,0.01748765,1.55073665,,,,0.5840405,13.934772,4126.882813,,0,,0.005076279,,0.005076279,,
10/14/2020 11:31,929,1350,,0,2077.5618,361.1052,10000,12438.667,7.7101383,1.6405766,0.01775234,9.36846724,-0.000287287,,0,,0.000287287,,FALSE,4112.931,0,0,,0,0,,0.5676032,1.533249,0.01643735,1.54968635,,,,1.86E-09,12.401523,4125.332523,,0,,0.000513241,,0.000513241,,
10/14/2020 11:31,929,1351,,0,2077.5618,352.7458,10000,12430.3076,7.7101383,1.6405766,2.01E-09,9.350714902,0.002123638,,0,,-0.002123638,,FALSE,4092.9312,20,0,,20,0,,0,1.5332491,1.86E-09,1.533249102,,,,20,10.868274,4123.799474,,0,,0.000371805,,0.000371805,,
10/14/2020 11:31,929,1352,,0,2077.5806,374.38638,9980,12431.96698,7.7101383,1.6405766,0.01888217,9.36959707,0.01137905,,0,,-0.01137905,,FALSE,4112.3296,0,0,,0,0,,19.3984,1.5332493,0.01748349,1.55073279,,,,0.5841172,9.335025,4122.248742,,0,,0.005081967,,0.005081967,,
10/14/2020 11:31,940,1353,,0,2077.5984,366.02698,9997.71,12441.33538,7.7101383,1.6405766,0.01775704,9.36847194,-0.000120098,,0,,0.000120098,,FALSE,4112.8975,0,0,,0,0,,0.5676755,1.5332493,0.016441703,1.549691003,,,,0,7.8017755,4120.699276,,0,,0.000513837,,0.000513837,,
10/14/2020 11:31,942,1354,,0,2077.5984,347.66757,10000,12425.26597,7.7101383,1.6405766,0,9.3507149,0.001105021,,0,,-0.001105021,,FALSE,4092.8975,20,0,,20,0,,0,1.5332493,0,1.5332493,,,,20,6.268526,4119.166026,,0,,0.000372223,,0.000372223,,
10/14/2020 11:31,944,1355,,0,2077.6172,369.30817,9980,12426.92537,7.7101383,1.6405766,0.018878385,9.369593285,0.011376633,,0,,-0.011376633,,FALSE,4112.296,0,0,,0,0,,19.398327,1.5332493,0.017479986,1.550729286,,,,0.5841931,4.7352767,4117.61547,,0,,0.005087667,,0.005087667,,
10/14/2020 11:31,945,1356,,0,2077.635,360.94876,9997.71,12436.29376,7.7101383,1.6405767,0.017761676,9.368476676,-0.000119189,,0,,0.000119189,,FALSE,4112.864,0,0,,0,0,,0.5677471,1.5332493,0.016445994,1.549695294,,,,0,3.2020273,4116.066027,,0,,0.000514434,,0.000514434,,
